0,0,0.002241492,-0.041895732,2.8351173
0,0.013513514,0.003973872,-0.04326047,2.810836
0,0.027027027,0.005542815,-0.04444197,2.785118
0,0.040540541,0.006943256,-0.045436427,2.7578983
0,0.054054054,0.008170962,-0.046240225,2.7291157
0,0.067567568,0.009221226,-0.04685089,2.6986945
0,0.081081081,0.010090053,-0.04726483,2.6665628
0,0.094594595,0.010773301,-0.047478765,2.6326396
0,0.108108108,0.011266977,-0.047490463,2.5968437
0,0.121621622,0.011567831,-0.047297686,2.5590878
0,0.135135135,0.011673093,-0.046898097,2.519279
0,0.148648649,0.011578292,-0.04628986,2.47732
0,0.162162162,0.011281401,-0.045471326,2.433109
0,0.175675676,0.010780335,-0.04444155,2.3865383
0,0.189189189,0.010073304,-0.043199643,2.3374949
0,0.202702703,0.009157628,-0.0417459,2.2858632
0,0.216216216,0.008033782,-0.0400804,2.2315176
0,0.22972973,0.006700873,-0.038203925,2.1743307
0,0.243243243,0.005158484,-0.036118075,2.114166
0,0.256756757,0.003409147,-0.03382586,2.050888
0,0.27027027,0.001453668,-0.031330004,1.9843467
0,0.283783784,-0.000704855,-0.02863507,1.9143978
0,0.297297297,-0.003062934,-0.025745347,1.8408837
0,0.310810811,-0.00561586,-0.022667557,1.7636455
0,0.324324324,-0.008357227,-0.019409403,1.6825235
0,0.337837838,-0.011278987,-0.015978917,1.5973476
0,0.351351351,-0.014372408,-0.012386277,1.5079516
0,0.364864865,-0.017627299,-0.008643016,1.4141668
0,0.378378378,-0.021030068,-0.004761875,1.3158233
0,0.391891892,-0.024566561,-0.000757732,1.212748
0,0.405405405,-0.028219372,0.003353566,1.1047759
0,0.418918919,-0.03196937,0.007553354,0.9917433
0,0.432432432,-0.035792798,0.011821985,0.873492
0,0.445945946,-0.03966552,0.016137995,0.74987394
0,0.459459459,-0.043557167,0.020477228,0.6207474
0,0.472972973,-0.04743609,0.024814263,0.48598638
0,0.486486486,-0.051264405,0.029121786,0.34548095
0,0.5,-0.055001497,0.03336992,0.19913794
0,0.513513514,-0.05860108,0.037528925,0.04688718
0,0.527027027,-0.06201178,0.041564524,-0.1113126
0,0.540540541,-0.06517628,0.045443162,-0.27547798
0,0.554054054,-0.06803349,0.049129292,-0.445594
0,0.567567568,-0.070512295,0.05258646,-0.62160456
0,0.581081081,-0.07253802,0.0557769,-0.8034127
0,0.594594595,-0.07402781,0.058662854,-0.9908814
0,0.608108108,-0.07489097,0.061206404,-1.1838241
0,0.621621622,-0.07503191,0.06336884,-1.3820069
0,0.635135135,-0.0743444,0.06511374,-1.5851384
0,0.648648649,-0.07271594,0.06640458,-1.792878
0,0.662162162,-0.0700272,0.0672069,-2.0048273
0,0.675675676,-0.06614947,0.067487895,-2.2205286
0,0.689189189,-0.060947537,0.0672178,-2.4394684
0,0.702702703,-0.054279327,0.06636934,-2.6610804
0,0.716216216,-0.045995414,0.06491904,-2.8847513
0,0.72972973,-0.035940945,0.06284737,-3.109808
0,0.743243243,-0.023954093,0.060139444,-3.3355343
0,0.756756757,-0.009868681,0.056784295,-3.5611756
0,0.77027027,0.006486177,0.05277746,-3.7859454
0,0.783783784,0.025286496,0.048118718,-4.0090246
0,0.797297297,0.046710372,0.042813994,-4.22958
0,0.810810811,0.070940614,0.03687574,-4.4467688
0,0.824324324,0.098160446,0.030321263,-4.6597476
